Standard Cell,Instance Name,Parent Module
sky130_fd_sc_hd__xnor2_2,_41758_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41759_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41760_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41761_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41762_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41763_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41764_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41765_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41766_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41767_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41768_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41769_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41770_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41771_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41772_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41773_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41774_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41775_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41776_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41777_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41778_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41779_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41780_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41781_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41782_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41783_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41784_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41785_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41786_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41787_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41788_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41789_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41790_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41791_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41792_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41793_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41794_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41795_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41796_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41797_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41798_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41799_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41800_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41801_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41802_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41803_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41804_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41805_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41806_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41807_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41808_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41809_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41810_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41811_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41812_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41813_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41814_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41815_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41816_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41817_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xor2_2,_41818_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41819_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41820_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41821_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41822_,ldpc_decoder_802_3an
sky130_fd_sc_hd__xnor2_2,_41823_,ldpc_decoder_802_3an
